zeta,omega_ratio,solution_1,solution_2,solution_3,solution_4,power,test_FLAG
0.01,0.01,1.00034492563932,-3.66748690462055e-05,-0.000342457103305467,-6.57093438664658e-05,-0.00499848790605575,false
0.01,0.02,-0.999847202577749,-0.000112073007124821,-0.000155262694773307,-0.000228465362267967,-0.00999191744108014,false
0.01,0.03,0.999496700811229,-6.53972264870674e-06,0.000505782411916277,-2.04109676264459e-05,-0.0149776245353309,false
0.01,0.04,-0.999902091577224,-0.000109516947472878,-0.000100372677526262,-0.000227388455710076,-0.0199518508800206,false
0.01,0.05,0.999981488983848,9.61753820099304e-05,2.09747765275578e-05,0.000203522492348045,-0.0249123082483927,false
0.01,0.06,1.00054856261917,-5.40997364034373e-05,-0.000546096358079927,-0.000105663134045218,-0.0298555471304519,false
0.01,0.07,-1.00075536351993,0.000108791367382775,0.000752896132411669,0.000223865922961113,-0.0347785690130707,false
0.01,0.08,1.00076729638869,-0.000101675225649649,-0.000764829702656996,-0.00021387904317322,-0.0396785692984939,false
0.01,0.09,1.00095710602832,-7.51454818876608e-05,-0.000954645273208479,-0.00016548643642367,-0.0445522614678118,false
0.01,0.1,1.00147030664494,5.77206197659749e-05,-0.00146786856715426,0.000117965016221685,-0.0493962255768064,false
0.01,0.11,-1.00172307931726,-0.000104383031724324,0.00172065106524223,-0.000228302545052697,-0.0542074456262832,false
0.01,0.12,-1.00254266480034,0.000113791223312179,0.00254023195514835,0.000243061442253864,-0.0589827169052487,false
0.01,0.13,-1.0033887874381,-0.000119479448735768,0.00338639319185277,-0.000251316276792467,-0.0637193808343752,false
0.01,0.14,-1.00324656683131,-6.00537538073293e-05,0.00324416431450617,-0.000128208637094892,-0.0684125416122813,false
0.01,0.15,-1.00350133452886,-0.000106684222574337,0.00349894221760711,-0.000247156951025486,-0.0730598961018106,false
0.01,0.16,-1.00436985902049,0.000109662273986423,0.00436746197396668,0.000252725139508951,-0.0776575394197131,false
0.01,0.17,-1.00524743330904,-0.000104780057060208,0.005245075253394,-0.000240541531477058,-0.0822022079949393,false
0.01,0.18,-1.00534525148294,-0.000103960522240975,0.00534289597083135,-0.00025613625089063,-0.086689845037039,false
0.01,0.19,0.376591779849136,-0.476937075012773,0.562174519417705,0.34366410465512,-0.167957434398862,false
0.01,0.2,5.43412291336139e-06,1.7693571411524e-05,1.70188352316979e-05,0.999978273612186,-0.137732988175998,false
0.01,0.21,-8.0518785224637e-06,-5.99267860933093e-06,-5.43821668688298e-05,1.00001301515742,-0.116790550455937,false
0.01,0.22,2.88502157572298e-06,4.0343722282194e-06,1.76220263682482e-05,0.999984972624823,-0.0918147413617468,false
0.01,0.23,-5.89236143137006e-06,1.46196373512701e-05,-3.74049719674702e-06,0.999999211411242,-0.062697290737725,false
0.01,0.24,9.60779849551612e-07,4.72541152020418e-06,1.16822689468691e-05,0.99998998375528,-0.0295257854622269,false
0.01,0.25,0.000143350151240377,-7.02449738448494e-05,0.000115765288124596,0.999917485439993,0,true
0.01,0.26,5.41532742888991e-06,1.81999248815504e-05,4.67539733311357e-05,0.999952617437643,-0.0329713653727582,false
0.01,0.27,0.0679065251202496,-0.000427852193236458,0.33469993511914,0.693769244740215,-0.0888475667081474,false
0.01,0.28,0.0770505384793955,-0.0328619963905486,0.675029355427094,0.381854610906807,-0.103310704853182,false
0.01,0.29,0.0617911708271622,-0.0284650088271474,0.831151895947566,0.213714507405826,-0.0964855566201468,false
0.01,0.3,1.22778140133145e-06,-8.44636255183235e-07,1.00002079647635,2.35735433179714e-06,-0.0777854304933764,false
0.01,0.31,-7.98637831536314e-06,1.25311794563577e-05,1.00001809774274,-4.39387306323377e-06,-0.0547676854922698,false
0.01,0.32,-3.50237265526325e-07,-5.32419248031835e-07,1.00002207336223,1.78272077109682e-07,-0.0295278102183826,false
0.01,0.33,-1.46757312227367e-06,5.09474137270036e-07,1.00002140934183,-2.1215113037902e-06,-0.00409491041453545,false
0.01,0.34,3.13982703832119e-07,-2.7947175384208e-07,1.0000219374257,2.03847041225199e-07,-0.0126774256713763,false
0.01,0.35,-4.65677210156826e-06,-7.67699632148429e-06,1.00001430352685,-4.47253775737397e-06,-0.0439068878954403,false
0.01,0.36,-2.13833066332847e-06,1.76680841071345e-06,1.00002117256203,-1.423213709875e-06,-0.0789465278657326,false
0.01,0.37,1.41352285594792e-05,-1.05759959062586e-05,1.00000811566002,9.00820268215999e-06,-0.117083417791804,false
0.01,0.38,-0.000121643485586581,0.000271927064571301,0.999760134765909,0.000118016463627608,-0.158285122076032,false
0.01,0.39,0.0983568237968843,0.438686156798499,0.610766650062587,0.0151543665280386,-0.204780609876364,false
0.01,0.4,-5.68735799749307e-07,0.999996375065897,1.28246778715918e-05,-1.0026878048452e-06,-0.1377376845678,false
0.01,0.41,9.08177425386228e-06,0.999997873359593,1.02264669612588e-07,5.88654899744207e-06,-0.127757066935435,false
0.01,0.42,-1.092996969736e-06,1.00000513316764,-1.33038631450731e-05,2.4280259049537e-06,-0.116792321420037,false
0.01,0.43,-2.9385505906393e-06,0.999999757283452,8.41299908542679e-06,-1.45111925934737e-06,-0.104817272948258,false
0.01,0.44,2.83492841027208e-06,1.0000034811717,-4.88004621845885e-06,-1.51083025298689e-07,-0.0918199916359592,false
0.01,0.45,2.95365470538279e-06,0.999998904420468,4.1974496859923e-06,-5.69709803281499e-06,-0.0777804659166184,false
0.01,0.46,4.61914340333637e-06,0.999996377419269,7.60044129096872e-06,-5.91359339518488e-05,-0.0626956194661301,false
0.01,0.47,-3.57744396282666e-06,1.00000440831686,-2.90193738462593e-07,-1.79406173005816e-06,-0.046579952578656,false
0.01,0.48,-1.09384211407182e-06,1.00000230584971,1.43532867577499e-06,-7.70809933139414e-08,-0.0295272630944461,false
0.01,0.49,-1.64720976830175e-06,1.00000374446381,-8.98668263716978e-07,1.21452116492456e-07,-0.0120462266777765,false
0.01,0.5,-0.00701516265229244,0.994452975803095,-0.00409540154213678,1.00665024174103e-05,-1.66043069114877e-19,true
0.01,0.51,-8.43079695276159e-08,1.00000293410339,-8.43045847485245e-07,-3.48520019610264e-09,-0.0126773304318175,false
0.01,0.52,-3.01582012055071e-06,1.00000371701188,5.33744985522856e-07,6.07136457883596e-07,-0.0329718253100982,false
0.01,0.53,-3.30866963523441e-06,1.00000479328249,-1.33427132050058e-06,-4.65118072154952e-07,-0.0552275045556109,false
0.01,0.54,1.90096634232124e-06,1.00000029266389,2.46705598042115e-06,-9.00114201454914e-07,-0.0789435585280852,false
0.01,0.55,3.65647057643595e-06,0.999999169233302,2.95797340994849e-06,-1.43785722222782e-06,-0.104028884823262,false
0.01,0.56,5.37652805142442e-06,1.00000095009739,-2.35160805560386e-06,1.3075103860447e-06,-0.130467689719458,false
0.01,0.57,-4.21298659681505e-06,1.00000317896208,2.81966813776842e-06,8.88102750821498e-07,-0.158266501742749,false
0.01,0.58,-7.42907372123175e-06,1.00000673681001,-3.81459614686117e-06,-2.26649829874506e-06,-0.187440116863182,false
0.01,0.59,1.32638787970113e-05,0.999996537991003,-1.4228033764571e-06,2.06387317532007e-06,-0.218002956674176,false
0.01,0.6,9.86688086998476e-06,0.999995463167076,4.15558077657685e-06,-2.41693921119411e-06,-0.249982757872143,false
0.01,0.61,-1.02082041929018e-05,1.0000056610799,3.86500089639315e-06,1.85264172156458e-06,-0.283406890789499,false
0.01,0.62,-9.26582436162126e-06,1.00000599338526,2.24888811076201e-06,2.80194716320414e-06,-0.318289089210399,false
0.01,0.63,1.1444400090258,6.56761272742726e-06,-0.150843164491083,4.24433264952104e-07,-0.0715533248545289,false
0.01,0.64,1.13988905258749,-7.98377100588562e-06,-0.143140348201457,-5.60846784853938e-07,-0.0737453993439205,false
0.01,0.65,1.13464011574184,8.27459086267544e-06,-0.135835160101979,5.86467043539821e-07,-0.0758078434240326,false
0.01,0.66,1.12873565634765,-7.44550340375353e-06,-0.128894632231833,-4.1375642690807e-08,-0.0777248236803315,false
0.01,0.67,1.12229771261592,5.96112443175436e-06,-0.122297659184036,-6.04114008764071e-07,-0.0794904664504471,false
0.01,0.68,1.11609187718021,-4.24005876346555e-06,-0.116091700978399,1.32543579307041e-06,-0.0811942972187974,false
0.01,0.69,1.11016888774496,0.000268652932528639,-0.110168594449872,-6.54406662531476e-05,-0.0828982706632632,false
0.01,0.7,-1.10467044743566,-0.000218017149933317,0.104670045538048,4.89577405617928e-05,-0.084462259404958,false
0.01,0.71,-1.08993662823225,0.0241347888495289,0.0899358998980616,-0.00515411894292027,-0.0925243612792054,false
0.01,0.72,1.0941653327626,0.00130419955431141,-0.0941647246679409,-0.000280466984969464,-0.087529362420952,false
0.01,0.73,1.08980364631695,4.52284408410579e-06,-0.0898029501268467,-1.69323462430593e-06,-0.0884946481927382,false
0.01,0.74,1.085194655461,-0.00028435460897922,-0.085193867530852,5.58972924338302e-05,-0.0896207245482721,false
0.01,0.75,1.08092715323891,6.573738641624e-06,-0.0809262815120061,-1.40800457959189e-06,-0.0904641190327551,false
0.01,0.76,1.0761293332678,0.0022463932184184,-0.0761283726569679,-0.000409381876959361,-0.0915579467175881,false
0.01,0.77,1.07269744002295,-8.2962259854359e-05,-0.0726964052744952,1.47609588484714e-05,-0.0916503075652441,false
0.01,0.78,1.06882860075057,-5.85259242654796e-06,-0.0688274896469415,-3.02630943917284e-07,-0.0918703968211128,false
0.01,0.79,1.06506045405865,6.23242789526672e-06,-0.065059268577415,5.34949490928585e-07,-0.0918450946982992,false
0.01,0.8,-1.06140510100888,5.60996190988488e-06,0.0614038430774338,3.18928395742381e-07,-0.0915412167674363,false
0.01,0.81,-1.05785273654202,-4.57580545622088e-06,0.0578514084441161,4.42515763782309e-07,-0.090939500367244,false
0.01,0.82,-1.05413100546826,0.00101985721027974,0.0541295981428853,-0.000113717494698208,-0.0901278125251363,false
0.01,0.83,-1.03569032612355,0.0414322463928472,0.0356882275490224,-0.00196291650202938,-0.0918467431700933,false
0.01,0.84,1.0466222498944,-0.00421069121786178,-0.0466206700285065,0.000304104101868094,-0.0874730646657416,false
0.01,0.85,-1.04451626116429,-2.2147437661987e-06,0.0445146692012462,1.94247803465254e-06,-0.0851976180368147,false
0.01,0.86,-1.04136879633929,3.1564599370544e-06,0.0413671420759887,1.77440819221745e-06,-0.0828454686717361,false
0.01,0.87,-1.0235832181294,-0.0485380539506787,0.0235817697402166,-0.00196001659340054,-0.0777068310748719,false
0.01,0.88,-1.0215679625993,0.0476747245494431,0.021565334691284,0.00279648620580148,-0.0742837025953374,false
0.01,0.89,1.01813868929074,0.00510966131376362,-0.0181366463768295,0.000510225591961441,-0.0722534412266505,false
0.01,0.9,-1.0135622274613,0.00190859681262702,0.0135599957451348,0.000219736632190971,-0.0670789041441666,false
0.01,0.91,-1.01056732588749,0.000353947437925315,0.0105650572190875,4.50760417644556e-05,-0.0614448573228802,false
0.01,0.92,1.01195663737377,-0.01194628222222,-0.011954201667037,-0.00206425694411943,-0.0570440055363422,false
0.01,0.93,1.00651790738067,-0.000493487817706832,-0.0065155560965687,-7.39494242226702e-05,-0.0490326450821943,false
0.01,0.94,-1.00503701941667,-0.000124265053804059,0.00503464867912774,-2.02864797983553e-05,-0.0422850888400048,false
0.01,0.95,-1.003420299133,-0.000110724970041962,0.00341789619100283,-1.79255408735429e-05,-0.0352078378888284,false
0.01,0.96,-1.00235022690984,3.72389395950615e-05,0.00234780036635041,6.67676740897005e-06,-0.027791943141537,false
0.01,0.97,-1.00126309281666,-3.65445718434024e-05,0.00126064603439705,-6.8222846457198e-06,-0.0200551028899889,false
0.01,0.98,1.00021705746199,8.62046027592544e-07,-0.00021458937192047,1.14115626139655e-07,-0.0119989567556284,false
0.01,0.99,0.999389849059328,-6.34103106088225e-06,0.000612635518935023,-1.29110011043077e-06,-0.00362118840961228,false
0.01,1,0.999994907261554,0.00317222775012176,7.55884620563491e-06,-0.000631547930795497,-5.10482666207986e-20,true
0.02,0.01,-0.999849914335855,-0.000113292383487645,-0.000152550812152578,-0.00022995228436059,-0.00499745637215273,false
0.02,0.02,-0.999980304731308,-9.37728759251973e-05,-2.21595126061853e-05,-0.000192491675597436,-0.00998792232369523,false
0.02,0.03,1.00050146241287,-5.25145117920793e-05,-0.000498995534876532,-9.81042883060452e-05,-0.0149684451289732,false
0.02,0.04,1.00061087166193,-6.52422434220673e-05,-0.000608405776394938,-0.000124538450093583,-0.0199358708851988,false
0.02,0.05,1.00033382851051,3.2787745352197e-05,-0.000331365969749107,7.40299820148392e-05,-0.0248872614828171,false
0.02,0.06,1.00089765570334,-0.000115941186777537,-0.000895190666059131,-0.0002338133175816,-0.0298194228210003,false
0.02,0.07,1.00096135081426,-0.000113900265158057,-0.000958887032375258,-0.000234435221851689,-0.0347294860077131,false
0.02,0.08,1.00094617532106,-9.04230446476852e-05,-0.000943713261408544,-0.000189179683091018,-0.0396144450049059,false
0.02,0.09,1.00114183628435,-0.000120317585680429,-0.00113937508092441,-0.000257892012390465,-0.0444710630128024,false
0.02,0.1,1.00268386318083,-0.000107580176224818,-0.00268143439193953,-0.000212667132073428,-0.0492967105992093,false
0.02,0.11,-1.00140828428658,4.44602015868931e-05,0.00140583504639994,0.000107657239319903,-0.0540867824920477,false
0.02,0.12,-1.0021476961139,-8.52624033187942e-05,0.00214527473493926,-0.00019451905673132,-0.0588382291529612,false
0.02,0.13,-1.00231109815058,-0.000115677920939139,0.00230868323553484,-0.000268618552234205,-0.0635499732040989,false
0.02,0.14,-1.00346435527536,-1.50357065415636e-05,0.00346195257407288,-2.59049393655319e-05,-0.0682148898251247,false
0.02,0.15,-1.00388517630611,-0.000102490158426418,0.00388279110726232,-0.000236081197647461,-0.0728324318952883,false
0.02,0.16,-1.00470666570036,0.000146378691940277,0.0047042713855526,0.000342894011795675,-0.0773991236308957,false
0.02,0.17,-1.00575622296664,-0.000111754249620228,0.00575387565855388,-0.000256094069859489,-0.0819092873534951,false
0.02,0.18,-1.00608712621576,-4.522439826233e-05,0.00608477924485607,-0.000115798163614131,-0.0863605102327501,false
0.02,0.19,0.0199162841900105,-0.13490671421275,0.97337702691758,0.146062630643283,-0.185914251120909,false
0.02,0.2,1.30479026526918e-05,1.04524772125033e-05,5.24694387870895e-05,0.99995049414474,-0.13174692628719,false
0.02,0.21,-3.81076946711541e-06,6.49507986701589e-06,-3.76032157872252e-05,1.00002363970201,-0.1103367086785,false
0.02,0.22,5.58022301627049e-07,7.4385205890319e-06,-1.77843239833687e-05,1.00001386007399,-0.0849747664337104,false
0.02,0.23,1.47137896433888e-06,4.3817804207097e-06,3.24314734679962e-05,0.999972353044225,-0.055717573742793,false
0.02,0.24,-1.446226244493e-06,1.91066775593348e-06,-1.08917672707158e-05,1.00001103350615,-0.0234701540996057,false
0.02,0.25,0.0002894962095948,0.00029571131785534,0.000255594228873029,0.999589669428575,0,true
0.02,0.26,-2.33095092731788e-07,-3.23454201568911e-06,7.7622380711417e-06,0.999997494400121,-0.0259947994267682,false
0.02,0.27,0.0780545872123004,0.00423444093376631,0.373785657706142,0.653173559630037,-0.079617971045631,false
0.02,0.28,0.0881960093844024,-0.0156191988398312,0.601366465613956,0.443265472157037,-0.093494802040247,false
0.02,0.29,0.0714048988759363,-0.0188896620358173,0.795419226623166,0.244140721242644,-0.0883245506677447,false
