zeta,omega_ratio,solution_1,solution_2,solution_3,solution_4,solution_5,solution_6,fval
0.01,1,1.00000091678979,8.29531067624536e-07,6.57361977867561e-07,3.97065843046211e-07,5.21333149990159e-08,-3.80534647365709e-07,0
0.02,1,1.00000041215299,4.12144836281876e-07,4.12128530404831e-07,4.12104077730837e-07,4.12071475189108e-07,4.12030719708856e-07,7.06656970881032e-19
0.02,0.99,0.997714816671191,0.00233458282078892,-0.000181318624833878,0.000191158361832469,-9.19246734415581e-05,3.52081567140729e-05,2.44586261885962e-19
0.03,1,1.00000041215299,4.12144836281876e-07,4.12128530404831e-07,4.12104077730837e-07,4.12071475189108e-07,4.12030719708856e-07,4.71110277748638e-19
0.04,1,1.00000041215299,4.12144836281876e-07,4.12128530404831e-07,4.12104077730837e-07,4.12071475189108e-07,4.12030719708856e-07,3.53333509422723e-19
0.04,0.99,0.999068332487572,0.000580026408226967,9.21467883641073e-05,0.000320685010919221,-0.000130084835824796,7.14169413234903e-05,2.27321020591505e-19
0.04,0.98,0.994516011896376,0.00565440914178393,-0.000190370681300208,2.29065279297552e-05,1.04009759806719e-05,-1.07833961658064e-05,1.45874284358523e-19
0.05,1,1.00000041215299,4.12144836281876e-07,4.12128530404831e-07,4.12104077730837e-07,4.12071475189108e-07,4.12030719708856e-07,2.82667192072971e-19
0.05,0.98,0.994496618346114,0.00580672579063646,-0.000654055467549712,0.000429313102390046,2.04973506405063e-05,-9.65243688287431e-05,2.9827444965213e-19
0.06,1,1.00000041215299,4.12144836281876e-07,4.12128530404831e-07,4.12104077730837e-07,4.12071475189108e-07,4.12030719708856e-07,2.35556207025067e-19
0.06,0.99,0.99905244639897,0.00140378327658821,-0.00123586619341031,0.000784229460708839,-2.96249931285484e-05,2.75542101060644e-05,0
0.07,1,1.00000041215299,4.12144836281876e-07,4.12128530404831e-07,4.12104077730837e-07,4.12071475189108e-07,4.12030719708856e-07,2.01905451101847e-19
0.07,0.99,0.999237913072202,0.00146055691711013,-0.00179111373681283,0.00115751013702064,-8.15251874917342e-05,1.91806828967279e-05,0
0.07,0.96,0.989982837080821,0.0105273997750066,-0.000904367919565373,0.000347671914016547,-5.65781094707434e-06,5.48002599851829e-05,2.86590927102605e-19
