beta,omega,solution_1,solution_2,solution_3,power
0.2,0.8,1.08573730765184,-5.04256488385634e-06,-0.0857365310059178,-0.0773543438443596
0.2,0.82,1.02428031767066,-0.133255135646508,-0.0242770076805942,-0.0687980433769237
0.2,0.84,1.03265343130585,0.107791237596486,-0.0326526707705383,-0.0688854286720515
0.2,0.86,1.03878336781797,0.0791700559885252,-0.0387824454759003,-0.0705171991914037
0.2,0.88,1.04330278193489,-0.0490394008069223,-0.0433006810472208,-0.0713934625242687
0.2,0.9,0.999374492982581,1.92054563665725e-06,0.000627991766634121,-0.0558527552441393
0.2,0.92,0.997159799845319,-1.73926602040055e-06,0.00284272874455722,-0.0416409328052681
0.2,0.94,0.994244309104255,9.98853551493317e-07,0.00575827712410653,-0.0258600568406878
0.2,0.96,0.991998605758121,-4.87895417999029e-07,0.00800402490275762,-0.00874139966209428
0.2,0.98,0.994848604340084,-2.83567440064593e-07,0.00515396994858722,0
0.2,1,1.00000303892065,-9.49512309177845e-07,-5.66575079946306e-07,0
0.22,0,4.35039704120154e+153,0.1,0.1,0
0.22,0.02,1.00099765207948,3.51392507637614e-06,-0.00099519945053277,-0.00999556982323778
0.22,0.04,1.0348164381813,5.16833654356868e-06,-0.0348146544712721,-0.0206319823665576
0.22,0.06,1.00530346929157,-1.29113909413185e-06,-0.00530110177995393,-0.0298934499096524
0.22,0.08,1.01845599008262,-8.772376323635e-07,-0.018453882718626,-0.0400382206831825
0.22,0.1,1.00451678798494,3.61438892551949e-06,-0.00451440496205481,-0.0494292233404011
0.22,0.12,1.01447615146074,3.73969623117158e-06,-0.0144739654255725,-0.0592217869576194
0.22,0.14,1.06081839423793,8.8634979662455e-06,-0.0608171248577552,-0.0739288627496072
0.22,0.16,1.05551082834999,-3.37353275218295e-06,-0.0555094538703265,-0.0824670537689623
0.22,0.18,1.01502548842331,-2.67311188081926e-06,-0.0150233131900748,-0.086728144126521
0.22,0.2,1.05131409851097,7.12174938277891e-06,-0.051312641127877,-0.0993757844960611
0.22,0.22,1.05162346892312,-6.7798009714703e-06,-0.0516220175215908,-0.107584726428422
0.22,0.24,1.02039023513749,-2.4195969082145e-06,-0.0203881660164426,-0.111807155800863
0.22,0.26,1.05694852212652,7.28535344201498e-06,-0.0569471761884935,-0.123263628067043
0.22,0.28,1.06118679002151,-6.44590013070164e-06,-0.0611855277764406,-0.130431270712629
0.22,0.3,1.02519785151372,4.21511256049978e-06,-0.0251958775480113,-0.133058908336402
0.22,0.32,1.03847413080385,5.14359459785523e-06,-0.0384724194393215,-0.13922237521671
0.22,0.34,1.09379259638339,-8.58021001871633e-06,-0.0937919790282216,-0.14967339924156
0.22,0.36,1.10159078716291,-5.83524950088521e-06,-0.308504074382733,-0.141311310792444
0.22,0.38,1.11527154844639,-6.36676309445007e-05,-0.290644687748573,-0.132931200176055
0.22,0.4,1.12608332887747,2.40925487806308e-05,-0.274695949315114,-0.124320077793982
0.22,0.42,1.13452870965941,-3.89047618265293e-05,-0.260412488868633,-0.115700830456226
0.22,0.44,1.1409915104192,-2.54469035332421e-05,-0.24765594896984,-0.107270596561322
0.22,0.46,1.14581667665535,-2.68556095044413e-05,-0.236291401207,-0.0991858715815715
0.22,0.48,1.14930342990085,-4.53558337341246e-07,-0.226191813512064,-0.091570408572435
0.22,0.5,1.15172377650493,3.41382396720491e-06,-0.217227558118437,-0.0844933342875789
0.22,0.52,1.15329762568109,7.63474177860549e-06,-0.20929010027876,-0.0779846101993063
0.22,0.54,0.630101849074844,0.638749000099949,0.0403118139447352,-0.150670391220356
0.22,0.56,1.1546371760652,-5.85035024891743e-06,-0.196018968272824,-0.0666612642350573
0.22,0.58,1.15468168249191,-8.74046414719138e-07,-0.190479548182826,-0.0617859150975376
0.22,0.6,1.15444932593447,8.2465953065022e-06,-0.185548053799395,-0.0573784531302079
0.22,0.62,0.86010396920875,0.472075000271987,-0.012202433127858,-0.156192470299361
0.22,0.64,1.15343635124309,-2.03198536650931e-05,-0.177195641430982,-0.0497949604780415
0.22,0.66,1.15103884729691,-1.33949027166182e-05,-0.166914236032601,-0.0510070323927682
0.22,0.68,1.14523021821512,6.90970286577083e-06,-0.152371034113163,-0.0557815999715087
0.22,0.7,0.995522627900811,0.310769079419012,-0.0350558474539014,-0.12967055745991
0.22,0.72,1.12685972185938,-7.08744175730955e-06,-0.126897767628712,-0.0643542359188828
0.22,0.74,1.11576023859221,1.07146176024324e-05,-0.115760055926373,-0.0679716941668485
0.22,0.76,1.10572171614066,-5.90501769246894e-06,-0.105721334758294,-0.0711882103320171
0.22,0.78,1.01867578305917,-0.177532559773022,-0.0186719243326023,-0.0838015225612683
0.22,0.8,1.08814724460085,-9.62583021091576e-06,-0.0881465155757961,-0.0758120022863916
0.22,0.82,1.02555067959854,-0.137633085099837,-0.0255473514389951,-0.0660860472958698
0.22,0.84,1.03340397715063,-0.111977508637876,-0.0334010580440252,-0.066892448840485
0.22,0.86,1.06593762229266,-8.58818820265391e-06,-0.0659364539932253,-0.0758734413144957
0.22,0.88,1.04241475821695,0.0584041557493058,-0.0424137023342791,-0.0699780986342686
0.22,0.9,0.997775317105105,-2.55055424878819e-06,0.00222719931846448,-0.0539835898891188
0.22,0.92,0.995663468813412,1.78755886002127e-06,0.0043390893375531,-0.0394497041938179
0.22,0.94,0.992786677191745,9.5278296343101e-07,0.00721593786760464,-0.0233298209522786
0.22,0.96,0.990685993856829,-4.18930629846459e-07,0.00931666276555115,-0.00590345893140395
0.22,0.98,0.994848463073811,-5.48396877079434e-07,0.0051541112202737,0
0.22,1,1.00000196828066,1.24254561449253e-06,5.04064418561608e-07,-3.80142183808473e-21
0.24,0,4.35039704120154e+153,0.1,0.1,0
0.24,0.02,1.00089015553261,2.54149655660922e-06,-0.000887700765944484,-0.00999548373724195
0.24,0.04,1.00733007344928,3.64891116722414e-06,-0.0073277460707688,-0.0199905562592728
0.24,0.06,1.02384941560056,4.07176071707657e-06,-0.0238474149625972,-0.0303281918886251
0.24,0.08,1.00443757662048,3.16912673763201e-06,-0.00443519202646039,-0.0397116701801527
0.24,0.1,1.01590039200265,4.01997033086928e-06,-0.0158982341403493,-0.0496851900724004
0.24,0.12,1.0047626700651,3.42686042945832e-06,-0.0047602919036596,-0.0589880370246006
0.24,0.14,1.00579982375975,-3.65446055458061e-06,-0.00579746604219468,-0.0683840795128524
0.24,0.16,1.01449718442046,-3.96405521039032e-06,-0.0144949987251216,-0.0777553343947603
0.24,0.18,1.0157873972926,3.37651158346651e-06,-0.0157852371890105,-0.0867137192725069
0.24,0.2,1.05157483956358,7.01140015925497e-06,-0.0515733873365947,-0.0993384441513078
0.24,0.22,1.01808411343806,-4.14595969322445e-06,-0.0180819986868771,-0.10370268756677
0.24,0.24,1.05380282352947,-7.17034311712796e-06,-0.053801415229588,-0.1154803696951
0.24,0.26,1.05743115665584,7.27156130035984e-06,-0.057429820263667,-0.123166319525204
0.24,0.28,1.06169436533664,-7.76866373490407e-06,-0.0616931131178323,-0.13028772322561
0.24,0.3,1.03216559114335,4.75753794087609e-06,-0.0321637549981004,-0.13300078948482
0.24,0.32,1.07835848357855,9.35303208665558e-06,-0.0783575611290537,-0.143322222296872
0.24,0.34,1.09551138676523,-8.8100947406466e-06,-0.0955108034037842,-0.149476547509301
0.24,0.36,1.10246060417954,-8.7588166975072e-08,-0.307428146647263,-0.140299498183989
0.24,0.38,1.11592529912091,-5.39180240672341e-08,-0.289738354025081,-0.131992404593935
0.24,0.4,1.12658724252033,-4.98430584866217e-05,-0.27390176616541,-0.123476585795729
0.24,0.42,1.13488653329543,1.48201734700965e-05,-0.259759847501827,-0.114961791243787
0.24,0.44,1.14123868778843,2.99194183833267e-05,-0.247121218479241,-0.106637108672628
0.24,0.46,1.14598228588982,2.22969756150123e-05,-0.235854194653624,-0.0986618507813617
0.24,0.48,1.14940936275002,8.77771406545638e-06,-0.225846974749923,-0.0911392352903678
0.24,0.5,1.15178657856048,-1.56147055576874e-06,-0.21695875399493,-0.0841464852098134
0.24,0.52,0.5592404506741,0.673384515099465,0.0711553013283317,-0.135589506491195
0.24,0.54,0.643020149636444,0.629582546515958,0.0449940916873485,-0.14603378404816
0.24,0.56,1.15464143122246,-1.24517096161432e-05,-0.195888820056346,-0.0664877990802487
0.24,0.58,1.15467933503942,1.44565076407044e-05,-0.190373604588958,-0.0616491517301363
0.24,0.6,0.820532574067086,0.5066366436023,0.0015805085394513,-0.154407273308118
0.24,0.62,0.863684591457148,0.468731598110621,-0.00865190538864249,-0.149223298564111
0.24,0.64,1.15342847150751,-1.21005855916839e-05,-0.177149139862873,-0.0497241090759484
0.24,0.66,1.1518718754084,-1.41446736007707e-05,-0.169897635729869,-0.0489277620196535
0.24,0.68,0.96615798168327,0.355445382697945,-0.0327842946309341,-0.129845586750314
0.24,0.7,0.993977573792853,0.311806362819,-0.029938492864259,-0.123386309292058
0.24,0.72,1.12946297232219,7.12787594705301e-06,-0.129692995523372,-0.0623892812812624
0.24,0.74,1.11842736772966,-3.23606193958697e-06,-0.118427237679068,-0.0660875624509038
0.24,0.76,1.10826099494842,5.1803212665816e-06,-0.10826066390014,-0.0693920347067815
0.24,0.78,1.01758083821547,-0.181756300759249,-0.0175769160610211,-0.0778836671926593
0.24,0.8,1.0172446412932,-0.161113893493631,-0.0172409166334421,-0.0658386313413395
0.24,0.82,1.02662348430394,-0.141816564323448,-0.0266201359906501,-0.0635771592851054
0.24,0.84,1.03408677851348,-0.116037104162387,-0.034083832764401,-0.0649469151999302
0.24,0.86,1.06810823945993,-1.59602087472844e-06,-0.0681071141623317,-0.0750448381049767
0.24,0.88,1.00441467905182,5.34724654405293e-06,-0.00441229402644861,-0.0661038730083614
0.24,0.9,0.99789439017278,-2.55133669172627e-06,0.00210812389564881,-0.0522512084632484
0.24,0.92,1.03084656782931,-0.0660214853431248,-0.0308440526245281,-0.0648711999106937
0.24,0.94,0.991429218808931,-8.74542875663101e-07,0.00857342311769627,-0.0207243415054965
0.24,0.96,0.989422024056615,3.65587629459819e-07,0.0105806575580946,-0.0029773866482544
0.24,0.98,0.99484841122313,-1.04389645029288e-06,0.00515416307687677,0
0.24,1,1.00000317419825,-1.09125864297806e-06,-7.01853953248926e-07,0
0.26,0,4.35039704120154e+153,0.1,0.1,0
0.26,0.02,1.00100051748867,3.51221275693072e-06,-0.000998064916368811,-0.00999545756080892
0.26,0.04,1.00183249938042,-3.53444794223009e-06,-0.00183006319422661,-0.0199633517728087
0.26,0.06,1.00506951427064,-3.62483875737368e-06,-0.00506714210854592,-0.0298883696861649
0.26,0.08,1.01820339944338,-3.86843221499918e-06,-0.0182012870542967,-0.0400201245843484
0.26,0.1,1.01590322560622,3.73194806152127e-06,-0.0159010677971156,-0.0496774460312731
0.26,0.12,1.0146866208661,3.14338527238711e-06,-0.014684438987918,-0.0592031043258141
0.26,0.14,1.01413972794272,-3.95536011372423e-06,-0.0141375351773125,-0.0685583374292222
0.26,0.16,1.0146060383619,-3.75388043810103e-06,-0.0146038548216615,-0.0777281296999896
0.26,0.18,1.01511485458836,-3.92399029893793e-06,-0.0151126811103255,-0.0866417296978528
0.26,0.2,1.05183420256918,6.92429215013195e-06,-0.0518327554712884,-0.0993008625490029
0.26,0.22,1.01847797181896,-2.23622662725164e-06,-0.0184758648767982,-0.103636104480201
0.26,0.24,1.0541816822836,-7.14935515670375e-06,-0.05418028147738,-0.115405024693372
0.26,0.26,1.02323133847007,3.66192179902749e-06,-0.0232293256031854,-0.119145561054148
0.26,0.28,1.02863512725955,4.54720822739444e-06,-0.0286332212830864,-0.126296110332218
0.26,0.3,1.06936316967503,-6.85102552200101e-06,-0.0693620691467623,-0.136903930682484
0.26,0.32,1.0384650945137,-5.15653461455132e-06,-0.0384633828684284,-0.13867587905553
0.26,0.34,1.0967837921643,-4.4809218597432e-06,-0.0967832340126916,-0.149203759742404
0.26,0.36,1.10329408511098,3.48907732078648e-06,-0.306388973746153,-0.139320538576079
0.26,0.38,1.11656424222111,3.3782382390758e-06,-0.288841100501518,-0.131088286697876
0.26,0.4,1.12705853504477,2.08365851482813e-05,-0.273147000945356,-0.122663332642688
0.26,0.42,1.13522796149187,1.67321347039253e-06,-0.259128982356172,-0.114248632881622
0.26,0.44,0.534855089356962,0.591998061628148,0.267341202505794,-0.203402580027035
0.26,0.46,1.14613715467977,-3.79276880843558e-06,-0.235444639669692,-0.0981519150359263
0.26,0.48,1.14951294682434,-1.46889955456373e-05,-0.225507942718116,-0.0907242649346702
0.26,0.5,0.52532158670787,0.680914809803103,0.104382606706469,-0.128594939236529
0.26,0.52,0.586006628391106,0.65726842568454,0.0729758519218446,-0.133283956147554
0.26,0.54,0.678351791352923,0.605405463811765,0.0526194037602886,-0.15430337129704
0.26,0.56,0.72103013135171,0.580098853282874,0.0316336903136469,-0.148269073256741
0.26,0.58,0.776914376751823,0.540787257469837,0.0170723480823203,-0.14965301736383
0.26,0.6,0.825638714672874,0.502233336931561,0.00514937959019577,-0.147594794628208
0.26,0.62,0.867050916492396,0.465570592081119,-0.00520275919106603,-0.142526698444077
0.26,0.64,0.902614248685964,0.430413240890465,-0.0148749629801028,-0.135606443803163
0.26,0.66,1.15256389463846,9.53023525880813e-07,-0.172755725207794,-0.0469584429296203
0.26,0.68,0.966503722587925,0.354375143262574,-0.0274138615970839,-0.123802750715988
0.26,0.7,0.992862978739072,0.312209176348605,-0.0254780521100057,-0.117034814081816
0.26,0.72,1.13181798978239,6.09896449190835e-06,-0.132380372065515,-0.0604894638132023
0.26,0.74,1.12102134851885,-8.87976470906351e-06,-0.121021269718853,-0.0642658179205552
0.26,0.76,1.11073666779319,6.75353144135617e-06,-0.110736385726855,-0.0676452533424443
0.26,0.78,1.10138585087281,2.80595566229456e-06,-0.101385383817407,-0.0705450156898523
0.26,0.8,1.01897596794282,-0.166487876811099,-0.0189722243806869,-0.0621386662871695
0.26,0.82,1.02755760244741,-0.145832182567786,-0.0275542328973611,-0.0612280688458848
0.26,0.84,1.03469418906507,-0.120014492998326,-0.0346912159953459,-0.0630615136152419
0.26,0.86,1.0410357726197,0.09055142857284,-0.0410350073847748,-0.0658221579102796
0.26,0.88,0.998196333355384,1.09141164560334e-06,0.00180617470487928,-0.0638451598443755
0.26,0.9,1.04786196737363,0.0344202124674001,-0.047860782041101,-0.0679120142394
0.26,0.92,0.992548499874434,-1.40131534645829e-06,0.00745411991911224,-0.0347569054180778
0.26,0.94,0.989597371778775,7.23346934810382e-07,0.0104053063641906,-0.0179603870034232
0.26,0.96,0.98867709119706,-9.92189116952165e-08,0.0113256051562918,-0.000186730376464645
0.26,0.98,0.994848784788626,-5.36629627813776e-07,0.00515378949897949,0
0.26,1,1.00000285951393,-1.99350567808322e-07,-3.87172228549781e-07,0
0.28,0,4.35039704120154e+153,0.1,0.1,0
0.28,0.02,1.0009655646062,3.1922811130052e-06,-0.000963111339407258,-0.00999539136043423
0.28,0.04,1.03479674426732,5.60308263220375e-06,-0.0347949601720684,-0.0206293994411097
0.28,0.06,1.02378690126494,3.14435068280173e-06,-0.0237848993814287,-0.0303221392306236
0.28,0.08,1.00442539516007,3.608575926885e-06,-0.00442301032944893,-0.0397041117651859
0.28,0.1,1.00219687845841,-3.54187704000681e-06,-0.0021944494791769,-0.049397343689313
0.28,0.12,1.01465763066934,3.88166825562859e-06,-0.0146554482250604,-0.0591884516417097
0.28,0.14,1.01420469183258,-3.94647532125602e-06,-0.0142025003521917,-0.0685396846058213
0.28,0.16,1.05629913151542,1.31689513228423e-07,-0.0562977726621151,-0.0824703418106002
0.28,0.18,1.0083050517921,-3.36853670113445e-06,-0.00830274362831415,-0.0864372142063647
0.28,0.2,1.01673607746064,3.95952967531961e-06,-0.016733936126777,-0.0952426501889922
0.28,0.22,1.01844563621636,-4.15934181409989e-06,-0.0184435286156104,-0.10355203505966
0.28,0.24,1.02043920459564,3.3180122978283e-06,-0.0204371364996777,-0.111485828610213
0.28,0.26,1.02344814975434,4.31683032730513e-06,-0.0234461411822502,-0.119015580405445
0.28,0.28,1.02803005311465,-4.0881966007924e-06,-0.0280281350850117,-0.126095392940144
0.28,0.3,1.07003870394297,-8.66743691905672e-06,-0.0700376167581463,-0.13672657236207
0.28,0.32,1.08067407877836,9.74370834572105e-06,-0.0806732021329389,-0.142969106811056
0.28,0.34,1.04894054090971,5.96022313251053e-06,-0.0489390365684742,-0.143527644093485
0.28,0.36,1.10408974410432,7.98782717827263e-06,-0.305389350458827,-0.138377845691953
0.28,0.38,1.11717495296432,7.69032500919672e-06,-0.287979187961709,-0.130218526354621
0.28,0.4,1.12751060791869,2.29428186516614e-06,-0.272419809836514,-0.121877288701563
0.28,0.42,1.13555568691286,-1.89311839183651e-05,-0.258517365880833,-0.113559652301332
0.28,0.44,0.536965889460778,0.587638182760997,0.272516242319143,-0.191182039187385
0.28,0.46,0.594863535550426,0.692850283404467,-0.169711989753128,-0.187094699538091
0.28,0.48,1.14960915543764,2.06927493137556e-05,-0.225181728717865,-0.0903191171108857
0.28,0.5,0.542080916396543,0.669861091803887,0.109431703175773,-0.127196660051699
0.28,0.52,0.600069687355249,0.647642960310239,0.0776990127374829,-0.130561698897545
0.28,0.54,0.665816337110926,0.613241161762778,0.0537990146133367,-0.137158876607886
0.28,0.56,0.728402835818284,0.574454678387325,0.0354097841251392,-0.142123371463234
0.28,0.58,0.783382941550869,0.535563589083688,0.0207404767188606,-0.143412606753479
0.28,0.6,0.830462439030862,0.498048060482813,0.00861073821767193,-0.141092030655645
0.28,0.62,1.15399231927634,7.63747773758856e-06,-0.180961226833642,-0.0531342686418651
0.28,0.64,1.1534127732459,6.41000565253252e-06,-0.177056534193468,-0.0495820805071683
0.28,0.66,1.15273682464474,2.65073961027642e-06,-0.173545012296787,-0.0463603194138149
0.28,0.68,0.967002319823064,0.353100828273512,-0.0227731557800306,-0.117739796303045
0.28,0.7,0.99216880475162,0.311741489089306,-0.0210678197508923,-0.110710504872849
0.28,0.72,1.13395434162377,-9.30528547589025e-06,-0.13496974985657,-0.0586509314207476
0.28,0.74,1.12354878789433,5.55437069166713e-06,-0.123548759227367,-0.0625055510667284
0.28,0.76,1.11314457104648,-6.0622034643247e-06,-0.11314433647938,-0.0659518595400876
0.28,0.78,1.10369401793811,1.01870588917521e-05,-0.10369359660899,-0.0689506898892114
0.28,0.8,1.0950203407469,8.40768279067157e-06,-0.0950197478433217,-0.071347839236335
0.28,0.82,1.02838136986953,-0.149685302526802,-0.0283779785071328,-0.0590117606956476
0.28,0.84,1.03528891031327,-0.123785681550909,-0.035285911711161,-0.0612237042744153
0.28,0.86,1.07229638013393,1.57509471595258e-06,-0.0722953377050289,-0.0733586649287343
0.28,0.88,0.999302104705525,-4.05042294966076e-06,0.000700381534509886,-0.0624033044520034
0.28,0.9,1.0367615469656,-0.076121084022686,-0.0367590488727305,-0.0653367507127351
0.28,0.92,1.04596306286879,-0.0270061628563057,-0.0459612324979146,-0.0645372179611973
0.28,0.94,0.988278955531287,-7.18398168786284e-07,0.011723748702918,-0.0151594330807054
0.28,0.96,0.98935018538635,8.79070640075199e-08,0.0106524976520059,-8.21390054021191e-07
0.28,0.98,0.994848889724085,-6.9747869244836e-07,0.00515368456303485,-1.87422180581596e-11
0.28,1,1.00000330630077,-1.42142767819309e-06,-8.3395581751795e-07,0
0.3,0,4.35039704120154e+153,0.1,0.1,0
0.3,0.02,1.00099787327003,3.47823908775102e-06,-0.000995420645096018,-0.00999534333109924
0.3,0.04,1.00737392067758,3.47234033764164e-06,-0.00737159416458085,-0.0199894920295003
0.3,0.06,1.00266259254605,3.0446158832805e-06,-0.00266017284334763,-0.0298721922682702
0.3,0.08,1.01821330932811,-4.20786657453144e-06,-0.0182111971318706,-0.0400122065337608
0.3,0.1,1.0160065487557,4.07903799552404e-06,-0.0160043929936601,-0.0496656244677585
0.3,0.12,1.01472460974,3.68849433025253e-06,-0.0147224286185951,-0.0591776372799722
0.3,0.14,1.00590965117299,-3.10888414030445e-06,-0.00590729563308505,-0.0683253290097865
0.3,0.16,1.00714782894261,3.57157962946897e-06,-0.00714549795870335,-0.0774855930557653
0.3,0.18,1.05329051528585,7.5404720206113e-06,-0.0532890969984947,-0.0908656095800392
0.3,0.2,1.05234015124955,6.92857759673827e-06,-0.0523387141588728,-0.0992234032972607
0.3,0.22,1.05416506055757,7.27084932796803e-06,-0.0541636595651967,-0.107601622761924
0.3,0.24,1.02073436746542,2.72957412105626e-06,-0.0207323052016688,-0.111389763455361
0.3,0.26,1.05891402388395,7.40487503685674e-06,-0.0589127168227582,-0.122880948363096
0.3,0.28,1.06360301611294,-8.08764605344274e-06,-0.0636018016422133,-0.129926787242035
0.3,0.3,1.07081591892677,-8.07533834501955e-06,-0.0708148471203498,-0.136567542537418
0.3,0.32,1.08168813937222,8.45796011512501e-06,-0.0816872827712143,-0.142767998549906
0.3,0.34,1.09902916037503,8.1479912105149e-06,-0.0990286467594808,-0.148605557295311
0.3,0.36,1.10486806954198,3.80467304123314e-05,-0.304411639976457,-0.137465527184501
0.3,0.38,1.11776666869225,1.13864639966797e-05,-0.287144086394329,-0.129375624216311
0.3,0.4,1.12795569027736,-2.10830842307359e-05,-0.271703830475487,-0.121122319644693
0.3,0.42,0.502023827513347,0.539812074873695,0.358302070534319,-0.176774042476512
0.3,0.44,0.539308535779809,0.583413090259727,0.277288222863478,-0.180786965288596
0.3,0.46,0.540056100861228,0.623491546682178,0.21124393172087,-0.161953101151442
0.3,0.48,0.541731905476142,0.649844863557841,0.157656962339455,-0.141018065352255
0.3,0.5,0.556300773262524,0.660322217849074,0.114138196143574,-0.125083378556149
0.3,0.52,1.15342718034878,1.22922490862713e-05,-0.208470205086889,-0.0769172778792256
0.3,0.54,1.15427746046355,-3.54682666757259e-06,-0.201614988133125,-0.0711988878177035
0.3,0.56,0.736177087134888,0.56851871591369,0.0392201447557309,-0.136810996212926
0.3,0.58,0.789395146716676,0.530683135684601,0.02428959528044,-0.137476845661965
0.3,0.6,0.834988100598292,0.494095280471936,0.0119675594525969,-0.134889124895499
0.3,0.62,1.15398465748293,5.46275144111379e-06,-0.180901202949606,-0.0530518279279346
0.3,0.64,1.15340386399908,1.6046433445937e-05,-0.177003962880357,-0.0495146866454343
0.3,0.66,1.15272757959833,-7.89778543015306e-06,-0.173501925124175,-0.0463060579228365
0.3,0.68,0.967671595220949,0.351531897665595,-0.0184975227196344,-0.111723613652085
0.3,0.7,0.99164535591213,0.310937030695844,-0.0170447544299468,-0.104423250085682
0.3,0.72,1.00620501117698,-0.275120413820994,-0.0157554491303668,-0.0948830693231472
0.3,0.74,1.12599456424592,6.72863319579872e-06,-0.126005265894238,-0.0608042439066082
0.3,0.76,1.11549051416136,6.15150258203974e-06,-0.115490326115514,-0.064312199049471
0.3,0.78,1.01199767379889,-0.190794761235255,-0.0119935518285034,-0.0597330490950899
0.3,0.8,1.09719952487684,3.01484955957439e-06,-0.0971989750220629,-0.0699138481500185
0.3,0.82,1.02912193305011,-0.153389101219064,-0.0291185197063969,-0.0569203488959737
0.3,0.84,1.03582119720891,-0.127477217049735,-0.0358181726272473,-0.0594435964747501
0.3,0.86,1.033432222171,-0.118780208319773,-0.0334292363473368,-0.0616809322941998
0.3,0.88,1.04060065836368,0.0864591601894626,-0.0405998440518865,-0.0642554518547962
0.3,0.9,0.992561271283557,2.0611366156288e-06,0.00744134822313996,-0.0457386716649879
0.3,0.92,0.989499363348269,1.19787887422091e-06,0.0105033167285141,-0.0296827489738462
0.3,0.94,0.987305422503703,-6.28344139598417e-07,0.0126973009851497,-0.0123032849351968
0.3,0.96,0.989369007369366,-4.51145140775175e-08,0.0106336752980242,0
0.3,0.98,0.994848647972232,-5.84161642513517e-08,0.00515392631334495,0
0.3,1,1.00000338536853,-1.46938559565256e-06,-9.13024665269866e-07,0
0.32,0,4.35039704120154e+153,0.1,0.1,0
0.32,0.02,1.00091321377238,2.71227280331067e-06,-0.00091075946538616,-0.00999526341215153
0.32,0.04,1.00735298666252,3.69642659885239e-06,-0.00735065973768411,-0.0199888375629355
0.32,0.06,1.0231790965914,-3.53550092272742e-06,-0.0231770826200485,-0.0302952069687077
0.32,0.08,1.0182427723743,-4.12606787035218e-06,-0.0182406607614345,-0.0400092005462125
0.32,0.1,1.01603735907415,4.0984014521075e-06,-0.0160352039216955,-0.049658929110663
0.32,0.12,1.01473733892971,4.02435403799703e-06,-0.0147351580633841,-0.0591646554389679
0.32,0.14,1.00591897016873,-2.67585141424222e-06,-0.00591661481743056,-0.0683055691444863
0.32,0.16,1.05638272479135,-2.90572128978321e-06,-0.0563813675615356,-0.0823930747814056
0.32,0.18,1.05349676757102,7.53999348021614e-06,-0.0534953533631443,-0.0908397132930717
0.32,0.2,1.01734560143083,1.29090632786605e-06,-0.0173434721263702,-0.0951444826983312
0.32,0.22,1.05296020445407,-5.20728982393403e-06,-0.0529587795074212,-0.107272036956768
0.32,0.24,1.05536364270308,-7.40155453991941e-06,-0.055362265272384,-0.115187312591468
0.32,0.26,1.02401773108788,4.45167332790523e-06,-0.0240157337828404,-0.118761646105843
0.32,0.28,1.06404718654264,-6.09475404532694e-06,-0.0640459808755711,-0.129772930362274
0.32,0.3,1.07175360639693,-8.91040158846005e-06,-0.0717525531288001,-0.13643616674811
0.32,0.32,1.04035826506096,-4.97408216305824e-06,-0.0403565908637034,-0.137931380094018
0.32,0.34,1.08959345115039,3.34850621187161e-06,-0.322744121315885,-0.144240380853587
0.32,0.36,1.10559388517207,1.57462545298654e-05,-0.303486382486086,-0.136580955160831
0.32,0.38,1.1183306294617,5.77258709533405e-06,-0.286334241555072,-0.128561671169379
0.32,0.4,1.12837759304302,3.8694172744591e-05,-0.271013400648654,-0.120389611387495
0.32,0.42,0.502118932469185,0.536428429829524,0.36246063034561,-0.167425893668422
0.32,0.44,0.541435973997076,0.579487479195439,0.281701108065179,-0.171653901828253
0.32,0.46,0.679175634000397,0.548950240783219,0.222909168750069,-0.223804624099072
0.32,0.48,0.682003761796067,0.570257114902022,0.170894575342229,-0.202494603716031
0.32,0.5,1.15201531319653,-3.07886376645941e-06,-0.215943075266031,-0.0828489199797604
0.32,0.52,1.15345705105954,2.6366885815085e-06,-0.208279164764254,-0.0766684483277806
0.32,0.54,0.777934849912446,0.544204050358505,-0.0621778460856675,-0.200164431140634
0.32,0.56,0.743359240517308,0.562998068925585,0.0428935978182638,-0.131746881734063
0.32,0.58,0.794967695958444,0.526129465061915,0.0277225330483951,-0.131830112018358
0.32,0.6,0.839222559179863,0.490377692385746,0.0152236988355928,-0.128972328404537
0.32,0.62,1.15397585806277,-1.62169620584237e-05,-0.180831825697873,-0.0529688580342899
0.32,0.64,0.908676448103204,0.423960295816361,-0.00515606390363529,-0.117332862061314
0.32,0.66,0.936558922228746,0.392387585927165,-0.0141841277204304,-0.110879406969575
0.32,0.68,0.96887472591625,0.34901959520571,-0.014016400376991,-0.105883015357206
0.32,0.7,0.991111128350663,0.310216738170418,-0.0135217547575467,-0.0982016705345001
0.32,0.72,1.00470069437489,-0.275280572084217,-0.0126534409145719,-0.0885340707243636
0.32,0.74,1.12826015396195,-9.04571312370542e-06,-0.128380144502177,-0.0591516162706309
0.32,0.76,1.00807466827186,0.212135878932853,-0.00807445351530053,-0.0653400200873021
0.32,0.78,1.10813981985667,-1.04293879520297e-05,-0.108139486257288,-0.0658781342551246
0.32,0.8,1.09931913473826,-4.84070640547221e-06,-0.099318626729608,-0.0685080770426848
0.32,0.82,1.02978869265667,-0.156960338213476,-0.0297852571828367,-0.0549324434495452
0.32,0.84,1.03577076098573,-0.132188214503075,-0.035767688816798,-0.0576865711845728
0.32,0.86,1.04217576688224,-0.102760713146859,-0.0421731124231336,-0.0611446934529996
