zeta,omega_ratio,solution_1,solution_2,solution_3,power
0.04,0.18,1.01889332300346,-1.50267215033846e-07,-0.0188932391912865,-0.0860231341299969
0.04,0.2,1.0732591205159,3.83524051935746e-07,-0.0732590796466882,-0.102786652455722
0.04,0.22,1.02145432132072,8.5815710404741e-08,-0.0214542395316205,-0.102785525236395
0.04,0.24,1.02370026433039,-7.72670801439705e-08,-0.023700184316632,-0.110680806935381
0.04,0.26,1.02643779870833,9.84758456444573e-08,-0.0264377208558817,-0.118180100993055
0.04,0.28,1.08100609519205,-4.02243830843384e-07,-0.0810060604417455,-0.132989527218609
0.04,0.3,1.08876346293052,-3.91802127907209e-07,-0.0887634343076527,-0.139963904774119
0.04,0.32,1.10050220346393,4.72844960176879e-07,-0.100502184113634,-0.146704941730171
0.04,0.34,1.11889739574781,-3.39436014646098e-07,-0.118897390927288,-0.153369795141755
0.04,0.36,1.09942596665202,-5.77165966513082e-07,-0.311152108072313,-0.142495971445675
0.04,0.38,1.11375036102267,8.22327794165711e-08,-0.292734432220625,-0.133876480390311
0.04,0.4,1.12513011564075,3.81281678602458e-07,-0.276185561934612,-0.124923511847412
0.04,0.42,1.13401364906209,-9.04419475832886e-07,-0.261342860991662,-0.115901504866553
0.04,0.44,1.14078767254638,-1.12018451660957e-06,-0.248087509248767,-0.107063188116842
0.04,0.46,1.14580357526076,2.37956791037911e-07,-0.23631494021071,-0.0986215918784206
0.04,0.48,1.14938712774497,-2.74624107487264e-07,-0.225910807086059,-0.0907285287819862
0.04,0.5,1.1518314708334,6.70160204097859e-07,-0.216748029711767,-0.0834665872421421
0.04,0.52,1.15339107110784,-8.29104870945119e-09,-0.208690124784105,-0.0768596370628027
0.04,0.54,1.15427667863476,1.59785401026198e-07,-0.201600425119607,-0.0708899837457281
0.04,0.56,1.15465725961514,-3.06935995895328e-07,-0.195350731678002,-0.065515955538409
0.04,0.58,1.15466454724041,-1.26155574750828e-07,-0.189826242344859,-0.0606844695155563
0.04,0.6,1.15439985023649,5.70041144185964e-07,-0.184925828149018,-0.0563397806937393
0.04,0.62,1.15328667881211,4.63779749736753e-07,-0.176346231459235,-0.0551463308118314
0.04,0.64,1.14840650847147,3.48889428049555e-07,-0.159385704375683,-0.0602543728199067
0.04,0.66,1.14054563308917,3.27717201789267e-07,-0.144157812999753,-0.0650006981464512
0.04,0.68,1.13008998252716,3.99765130482242e-07,-0.130392981563757,-0.0692575046447444
0.04,0.7,1.11792826797393,-1.99323708269953e-08,-0.117928262388038,-0.0729613127221686
0.04,0.72,1.10680176157423,1.99700908212143e-07,-0.10680174719977,-0.0763204797565771
0.04,0.74,1.09677101333544,1.37965800055386e-07,-0.0967709910378242,-0.0792219537734536
0.04,0.76,1.08761733159948,-4.74960158230035e-07,-0.0876173020712714,-0.0814980208707301
0.04,0.78,1.07917081575365,-4.04220445671566e-07,-0.079170779553685,-0.082976912214331
0.04,0.8,1.07130000300883,1.74079162530638e-06,-0.0712999605927036,-0.08349168435746
0.04,0.82,1.06390445294683,3.26610287249213e-07,-0.0639044046884877,-0.0828824180405033
0.04,0.84,1.05690554441553,-3.17300688940252e-07,-0.0569054906286084,-0.0810055145212675
0.04,0.86,1.03722449034051,0.0444561668887456,-0.0372244385655756,-0.0761219697682075
0.04,0.88,1.04160113803863,-0.00920693174710395,-0.0416010685269095,-0.0729948078236819
0.04,0.9,1.01000746386755,1.63208975296768e-07,-0.0100073730371622,-0.0579673835191294
0.04,0.92,1.00189414830927,7.67216520567296e-08,-0.00189405106982584,-0.0441378749379253
0.04,0.94,1.0002283354428,3.80948631279195e-08,-0.000228236887554411,-0.0298421968910667
0.04,0.96,0.997668288348333,-4.4368513055867e-09,0.00233181222907027,-0.0140552263698204
0.04,0.98,0.994855923638425,-8.92164606298165e-06,0.00514417916394382,0
0.04,1,1.00000942763433,-8.53447181905183e-06,-9.32890277750613e-06,0
0.06,0,5.45216963152208e+80,0.1,0.1,0
0.06,0.02,1.00115528506894,8.75374486527759e-08,-0.00115518724595,-0.0099722523447978
0.06,0.04,1.04894221698733,-2.74677682397628e-07,-0.0489421569103082,-0.0211354478802307
0.06,0.06,1.00751199907581,6.81525937861096e-08,-0.00751190627392466,-0.0297102888075983
0.06,0.08,1.02540673347401,-1.76994685290078e-07,-0.0254066548067153,-0.0399703670449905
0.06,0.1,1.0218844756266,1.29789267197504e-07,-0.0218843941763803,-0.0493993604686105
0.06,0.12,1.02004311890237,1.57765113686573e-07,-0.0200430359987371,-0.0586949297512783
0.06,0.14,1.01917194841509,-9.0508266457823e-09,-0.0191718648230707,-0.0678097370650738
0.06,0.16,1.01907960316218,-8.25136126033735e-08,-0.0190795194970706,-0.0767127060117511
0.06,0.18,1.0197357188684,-1.61419847455956e-07,-0.0197356357217383,-0.08537505107957
0.06,0.2,1.07571965072748,-4.3193428819684e-07,-0.0757196118014819,-0.102184664269945
0.06,0.22,1.02252588702645,-1.60423374136011e-07,-0.0225258060836661,-0.101804788545542
0.06,0.24,1.07653616344894,1.08673305929185e-08,-0.0765361251680211,-0.117405399115248
0.06,0.26,1.07985366232412,-4.13003288311087e-07,-0.0798536266635212,-0.124698012181248
0.06,0.28,1.05127019770567,0.196761434236772,-0.320505630038643,-0.164428670994994
0.06,0.3,1.03720499245071,-1.65120378264058e-08,-0.0372049231027413,-0.129926230339611
0.06,0.32,1.06624519836216,9.09597847522996e-05,-0.347908107287104,-0.151759386654353
0.06,0.34,1.14653793704104,2.24857420121572e-07,-0.155069412815562,-0.15544586034013
0.06,0.36,1.10386483189057,-5.58843200225746e-07,-0.305666964043903,-0.136840491502557
0.06,0.38,1.11725016700901,-5.16706512272207e-08,-0.287867440825292,-0.128544931197308
0.06,0.4,1.12781140613867,1.03948988419463e-06,-0.271928472822525,-0.120010170428278
0.06,0.42,1.13600032132283,-7.38719500019303e-07,-0.257678008436588,-0.111477126250267
0.06,0.44,1.14220590688695,-6.55127869589506e-08,-0.244981223898738,-0.103164020171722
0.06,0.46,1.14677670572309,2.82247250712606e-07,-0.233713901639875,-0.0952464279983913
0.06,0.48,1.15002509549695,-4.64365706412358e-07,-0.223751100755683,-0.0878441726647804
0.06,0.5,1.15222630827593,-8.72082072636284e-07,-0.214961323143919,-0.08102040691638
0.06,0.52,1.15361433406149,-7.01082899682805e-07,-0.20721155848979,-0.0747917092291827
0.06,0.54,1.15438166866779,1.55265042351439e-07,-0.2003734076908,-0.0691415323345813
0.06,0.56,1.15468243823987,-6.00759279185157e-07,-0.194327276122272,-0.0640342113944624
0.06,0.58,1.15463695276675,3.02565384224388e-06,-0.188967578586581,-0.0594251828353779
0.06,0.6,1.1543383824577,4.95581204241098e-08,-0.18420146142215,-0.0552629318602397
0.06,0.62,1.15385774573308,-5.09218846444085e-07,-0.179947824403638,-0.0515038175207447
0.06,0.64,1.15182591078668,-1.92843489175988e-07,-0.169724999355699,-0.0521838965738742
0.06,0.66,1.14599015151767,5.55822469179143e-07,-0.153911886984701,-0.0572042556396819
0.06,0.68,1.13748481827564,1.35288725019871e-07,-0.139630123347013,-0.0618541511564798
0.06,0.7,1.12661646692859,-6.44577869088303e-08,-0.126645125017554,-0.0659938566438797
0.06,0.72,1.11489096595998,-3.82239465390902e-08,-0.114890957974966,-0.0696292809026454
0.06,0.74,1.10434497425188,2.64701018357426e-07,-0.104344957936863,-0.0728702879797569
0.06,0.76,1.09476808583312,6.52968495741936e-09,-0.0947680619533654,-0.0755583454610218
0.06,0.78,1.08597050196333,2.12717601435792e-07,-0.0859704711345787,-0.0775214211720857
0.06,0.8,1.02720119614251,-0.128126034979441,-0.0272010682902901,-0.0831892949564782
0.06,0.82,1.0448848157982,-0.0887852041034651,-0.0448847174513616,-0.0847061975307117
0.06,0.84,1.06293926518401,-3.8761679733044e-07,-0.0629392161630067,-0.0773876153281743
0.06,0.86,1.03530593548906,-0.0673623898766965,-0.0353058380367932,-0.071342374506623
0.06,0.88,1.01193714194233,2.70026214749988e-07,-0.0119370526359662,-0.0636187136559769
0.06,0.9,1.00096798519299,7.82649233125586e-08,-0.000967887221994559,-0.0497371410432526
0.06,0.92,0.999171239378909,5.5122834355356e-08,0.00082886001129031,-0.0359550382482446
0.06,0.94,0.996388581566118,-1.92009539114435e-08,0.00361152002211204,-0.0206198433132812
0.06,0.96,0.994342522739867,1.7818955740674e-09,0.00565758046450597,-0.00408953550086701
0.06,0.98,0.99486096199858,-1.34252208302777e-05,0.00513914080158456,0
0.06,1,1.00001421062054,-1.26145654900499e-05,-1.41118911637205e-05,0
0.08,0,5.45216963152208e+80,0.1,0.1,0
0.08,0.02,1.00122667591452,1.34694280958397e-07,-0.0012265781480163,-0.00996427232365187
0.08,0.04,1.01003305773638,-1.50317129042779e-07,-0.0100329669256758,-0.0198887233834823
0.08,0.06,1.00760065979755,-8.76622662357506e-08,-0.0076005670651561,-0.0296374612804743
0.08,0.08,1.02596945320422,-1.06754194622658e-07,-0.0259693749814336,-0.0398547109843915
0.08,0.1,1.02237999150705,-1.58781437651155e-07,-0.022379910448628,-0.0492050361713288
0.08,0.12,1.02061865351443,-1.32005575850659e-07,-0.0206185710651212,-0.0584130609578882
0.08,0.14,1.01981202479083,1.6973259495892e-07,-0.0198119417045424,-0.0674228298803608
0.08,0.16,1.01990252210472,1.66789584868398e-07,-0.0199024390898793,-0.0762098535206949
0.08,0.18,1.02058727717906,-1.73437319723602e-07,-0.020587194704945,-0.0847307653180943
0.08,0.2,1.02190429525908,-1.55023086256079e-07,-0.021904213825392,-0.092954756651906
0.08,0.22,1.07830519680102,3.34610147920743e-07,-0.0783051599176158,-0.109210101577039
0.08,0.24,1.08005291596978,4.17346642785415e-07,-0.0800528804669043,-0.116565886776112
0.08,0.26,1.02971224042227,-1.13134635393907e-07,-0.0297121651548526,-0.115430591845948
0.08,0.28,1.09068550002242,4.32202014004795e-07,-0.0906854729180884,-0.130627832599395
0.08,0.3,1.10091225214934,5.3012075448477e-07,-0.100912233122976,-0.137314847817472
0.08,0.32,1.0467385991983,-1.72032008197734e-07,-0.0467385373807174,-0.133448919267527
0.08,0.34,1.09199691632452,-2.63934712778118e-07,-0.319970492368133,-0.139288842617447
0.08,0.36,1.10778776991947,-2.19871405043634e-06,-0.300663843354721,-0.131704507396946
0.08,0.38,1.12031738796929,-2.292682836287e-06,-0.283450879868534,-0.123731008874602
0.08,0.4,1.13014436115467,-1.12077648766923e-06,-0.268079871685827,-0.115592350302457
0.08,0.42,1.13772021718147,1.02654835843424e-06,-0.254369285214489,-0.107505670453818
0.08,0.44,1.14343088988838,-3.73428002454448e-07,-0.24217190625753,-0.0996597011630607
0.08,0.46,1.14761634528333,7.71742036917369e-07,-0.23135213732993,-0.0922007189765859
0.08,0.48,1.15057504581337,1.96515362055007e-07,-0.221778145892556,-0.0852254161313662
0.08,0.5,1.15256524036584,6.81044508503085e-07,-0.213317168835911,-0.078783551451685
0.08,0.52,1.15380326480436,3.55083503398268e-08,-0.205841143185924,-0.0728863476626389
0.08,0.54,1.15446651366669,-7.51187203848928e-07,-0.199227349718639,-0.0675189479661197
0.08,0.56,1.15469625112664,3.15979143116709e-07,-0.193365767116248,-0.0626496483176657
0.08,0.58,1.15460361679634,4.35085972685753e-07,-0.188156281971233,-0.058239169043551
0.08,0.6,1.15427454417918,2.09432744798789e-07,-0.183512857929004,-0.0542451764734582
0.08,0.62,1.15377507975656,1.6543025059279e-07,-0.179360607103139,-0.0506257160129711
0.08,0.64,1.15315563450441,7.46065120226178e-08,-0.175635038668452,-0.0473417978690063
0.08,0.66,1.1498753046373,6.06704337612263e-07,-0.163311019400852,-0.0500066652921998
0.08,0.68,1.14318878039191,-7.35487525082678e-07,-0.148556594571913,-0.0548893005025022
0.08,0.7,1.13410028940486,-1.58722689640544e-07,-0.135152695129517,-0.0593864959903547
0.08,0.72,1.02437051169042,0.254707338090708,-0.0421243252400258,-0.117198784442345
0.08,0.74,1.11183556987888,-7.09923406594142e-08,-0.111835559480436,-0.0668748332154159
0.08,0.76,1.10183257663624,-4.93461680171423e-08,-0.101832558336593,-0.0699224138329457
0.08,0.78,1.02733422581897,-0.161865298738607,-0.0273340847467565,-0.0810345424932593
0.08,0.8,1.08422436977864,5.66803268390367e-09,-0.0842243375705596,-0.073912165169905
0.08,0.82,1.0763281903356,-1.59234734883615e-07,-0.0763281518903881,-0.0745096968784129
0.08,0.84,1.03790931708855,0.0935472872625956,-0.037909285242717,-0.0656809460593822
0.08,0.86,1.06185453243178,-5.17000602789165e-07,-0.0618544825539053,-0.0721315782331686
0.08,0.88,1.00293050456095,1.4335225356916e-07,-0.00293040814022674,-0.0555961890838825
0.08,0.9,0.998062773558633,6.3246570584407e-08,0.00193732670714644,-0.0417768496392458
0.08,0.92,0.995031240964656,1.69635145794375e-08,0.00496886169564383,-0.0268799398838241
0.08,0.94,0.992706076500743,5.59278333433732e-09,0.007294027996232,-0.0107844313183946
0.08,0.96,0.989385931888363,-2.14967114637334e-05,0.0106141752396178,0
0.08,0.98,0.99486063963129,-5.01941058177179e-06,0.00513946316580041,0
0.08,1,1.00001384572878,-1.00195708978655e-05,-1.3747000141323e-05,0
0.1,0,5.45216963152208e+80,0.1,0.1,0
0.1,0.02,1.00131678422537,1.17722760416506e-07,-0.00131668652990402,-0.00995630848127346
0.1,0.04,1.0495355547785,2.69885290417227e-08,-0.0495354951702698,-0.021079724928579
0.1,0.06,1.03309982713598,-1.58609068436918e-07,-0.033099754545361,-0.0303491920852411
0.1,0.08,1.02627286683746,1.74431175218853e-07,-0.0262727888544416,-0.039725989284628
0.1,0.1,1.02283460494085,1.71993459810756e-07,-0.0228345242420018,-0.0490090941391334
0.1,0.12,1.02114791098573,7.42913793629188e-09,-0.0211478289545441,-0.0581296968513054
0.1,0.14,1.02059511176171,-5.85601080755779e-08,-0.0205950292938294,-0.0670448254924837
0.1,0.16,1.02064455313504,8.55268107383684e-08,-0.0206444707062726,-0.0757051418613069
0.1,0.18,1.02144798315511,-1.71798117817647e-07,-0.0214479013608711,-0.0840903357412805
0.1,0.2,1.02286758896405,-3.28066491820093e-09,-0.0228675082911972,-0.0921599078339996
0.1,0.22,1.0250181129679,-1.63294763970751e-07,-0.0250180339936382,-0.0998806276472014
0.1,0.24,1.08351036783703,-4.52351440430867e-07,-0.0835103350647973,-0.115707182109306
0.1,0.26,1.08820612107123,2.74692098102057e-07,-0.0882060920084126,-0.122719381578473
0.1,0.28,1.09575581637406,-5.05969137726917e-07,-0.0957557932741325,-0.1294827035005
0.1,0.3,1.10738780482146,-5.56317488160274e-07,-0.107387790907949,-0.136050256492721
0.1,0.32,1.12591890529328,-6.85391921108635e-07,-0.125928053832441,-0.142657850237163
0.1,0.34,1.09639567472191,-2.38969354775413e-08,-0.314800060612843,-0.1343551455215
0.1,0.36,1.11127526251221,1.19207654445914e-07,-0.296077477730524,-0.127014868767978
0.1,0.38,1.12302542052633,2.61706431843351e-07,-0.279417759362254,-0.119355091706289
0.1,0.4,1.13219322486308,-1.00439299172972e-06,-0.26457281805543,-0.111587893708048
0.1,0.42,1.1392247042684,6.75745154494362e-07,-0.251355485795383,-0.103908282090064
0.1,0.44,1.14450018998372,1.1442592652343e-06,-0.239607591253372,-0.0964803424700477
0.1,0.46,1.14834825110973,-8.82373374992666e-07,-0.229187923513139,-0.0894270717237195
0.1,0.48,1.15105340949851,-1.49620426552835e-07,-0.219960524847605,-0.0828279815376897
0.1,0.5,1.15285824760031,-9.00674123876472e-07,-0.211793387451764,-0.0767229919918553
0.1,0.52,1.15396388594543,-3.24018286009879e-07,-0.204562659787984,-0.0711201750274573
0.1,0.54,1.15453436358744,-1.76460960600104e-08,-0.198152478598753,-0.0660053561331622
0.1,0.56,1.15470061532965,3.6692395551977e-07,-0.192457935532219,-0.0613507618482299
0.1,0.58,1.15456539701397,-3.61430536268125e-07,-0.18738651772402,-0.0571215853552505
0.1,0.6,1.15420868186075,1.6445244475693e-08,-0.182856830742128,-0.0532803801272581
0.1,0.62,1.15369212896413,5.42121032554969e-07,-0.178798244595371,-0.0497899621502057
0.1,0.64,1.15306291582245,1.47858374535986e-07,-0.175150820367446,-0.046614722951495
0.1,0.66,1.15235712876719,-1.82890610986265e-07,-0.171862264605703,-0.0437222171693222
0.1,0.68,1.14747799532524,-4.1864219720906e-07,-0.157162661492185,-0.0484051138939834
0.1,0.7,1.14004186263584,7.07841636442358e-07,-0.143375398769259,-0.0531173034175185
0.1,0.72,1.01796448633616,0.263456739760573,-0.0340950221595155,-0.100247676107256
0.1,0.74,1.11923551350013,-5.41611803924521e-07,-0.119235508946609,-0.0612003532387507
0.1,0.76,1.10880439089858,-1.10071567775834e-07,-0.108804378105839,-0.0645467076575263
0.1,0.78,1.09930301651409,-2.59088825406669e-07,-0.0993029962163052,-0.0673370622802761
0.1,0.8,1.09055204142155,4.14100049010869e-07,-0.0905520142117733,-0.0693961915669288
0.1,0.82,1.08241097407323,1.99314218420804e-07,-0.0824109404328579,-0.0705491403144455
0.1,0.84,1.04025412692835,-0.104213026697118,-0.0402540188307062,-0.0601427707723501
0.1,0.86,1.0461301214189,0.0722741536263658,-0.0461300876648873,-0.063158890044101
0.1,0.88,1.05143854926988,0.0352906422803423,-0.0514385051025562,-0.0650269860518791
0.1,0.9,0.993565653560228,3.89812450627802e-08,0.00643445025776716,-0.0328307599181996
0.1,0.92,0.991273093850628,-1.44061760542229e-08,0.00872701177827397,-0.0172121441568651
0.1,0.94,0.988534338283123,4.41577849173e-08,0.011465769509029,-0.00185462675166298
0.1,0.96,0.989391971297644,-2.71525916480515e-05,0.0106081358278182,0
0.1,0.98,0.994870868642405,-2.23156325192287e-05,0.00512923415344654,0
