zeta,omega_ratio,solution_1,solution_2,solution_3
0.01,1,-0.999643174156893,-0.000538838997224341,0.000179540802303139
0.02,0.99,0.997425831046986,0.00259611034964983,-1.94188539540866e-05
0.02,1,0.998593142106679,0.00211053945060857,-0.000701209072634355
0.02,1.01,-1.00243702652737,0.00242784191913894,6.76068137762212e-06
0.03,0.99,0.997417272075573,0.00261333805465562,-2.80877666213718e-05
0.03,1,0.999900923243679,0.000162062519023152,-6.05138005312227e-05
0.03,1.01,1.00246086037908,-0.00246016792692464,1.73133920479291e-06
0.04,0.98,0.994831285691376,0.00518465195383661,-1.33635454258609e-05
0.04,0.99,-0.995389920784655,-0.00565931237594255,0.00104671098756177
0.04,1,0.997455999359605,0.00383445551372756,-0.00128798310828303
0.04,1.01,1.00161067196257,-0.00117530629549089,-0.000432942254315236
0.05,0.98,0.995505339111811,0.00417507017974662,0.000322164748692157
0.05,0.99,0.998486514051955,0.00100611329290466,0.00050989515676261
0.05,1,1.00122614195311,-0.00183275911338359,0.000609089398631925
0.05,1.01,1.00475056098253,-0.00587930256873607,0.00113116476739072
0.05,1.02,1.00549996659763,-0.00581847655641816,0.000320886264495615
0.06,0.97,0.9919663895373,0.00812505571374052,-8.88174698951269e-05
0.06,0.98,0.994431914690759,0.00577341690375324,-0.000202757088813755
0.06,0.99,0.993883866493066,0.00789771885305344,-0.00177906235352047
0.06,1,0.99876456428256,0.00185223147484136,-0.000614323226345566
0.06,1.01,1.00262526595094,-0.00269303715512225,7.01944519769337e-05
0.06,1.02,1.00652464123477,-0.00735793857928628,0.000835673746737939
0.07,0.97,0.990843871738392,0.00983386682233531,-0.000675111770954972
0.07,0.98,0.99187504217029,0.00960283039827887,-0.00147529782729312
0.07,0.99,0.992874589318367,0.00940291905439807,-0.00227498503499453
0.07,1,1.00306185090144,-0.00459668803451911,0.00153730978071692
0.07,1.01,1.00407046705716,-0.00487164839951558,0.000803605017178713
0.07,1.02,1.00209784286902,-0.00072126808735582,-0.00137419823818049
0.07,1.03,1.00566228130624,-0.00492476127279903,-0.000735188713596125
0.08,0.96,0.989048786352093,0.0110823487376068,-0.000128451170273309
0.08,0.97,0.991285331293924,0.00915584128918437,-0.000438545166826937
0.08,0.98,0.993801860711293,0.00672332260066267,-0.000522608995504186
0.08,0.99,0.992019655376684,0.0106942240826236,-0.00271135647343831
0.08,1,0.998961938302755,0.00155026335248727,-0.00050972889058618
0.08,1.01,1.005450804858,-0.00695173556494481,0.00150335476023533
0.08,1.02,1.00163064994444,-4.96289242539915e-06,-0.00162331112213513
0.08,1.03,1.00592172730993,-0.00529021608857677,-0.00062918083972305
0.09,0.96,0.987436400122563,0.0135080784026721,-0.000941794888035872
0.09,0.97,0.993943123252685,0.00514317792784812,0.000916327262265614
0.09,0.98,0.989859403179556,0.012660648189705,-0.00251747798640992
0.09,0.99,1.00329406227845,-0.0062252221409795,0.00293368315396455
0.09,1,1.0066034884398,-0.00993546259615867,0.00333444784373585
0.09,1.01,1.00570428453272,-0.00734925451901275,0.00164739472383006
0.09,1.02,1.00108338512549,0.000814810321755841,-0.0018958194720461
0.09,1.03,1.00622079061356,-0.00573251030255301,-0.000485950178738994
0.09,1.04,1.00913422550471,-0.00900185203368324,-0.000130086886684224
0.1,0.95,0.986520419569832,0.0134838363582227,-1.51697883270167e-06
0.1,0.96,0.986354667991082,0.0151210547586459,-0.00147303873147697
0.1,0.97,0.996646384504859,0.00111598886423484,0.0022402539767567
0.1,0.98,0.989746548888439,0.0128062342600666,-0.00255020882825001
0.1,0.99,0.998776882865993,0.000555509213061343,0.000670131017294491
0.1,1,0.99342649942617,0.00988547699507617,-0.00330950492249572
0.1,1.01,1.00271370443217,-0.00280584459960927,9.45626299478511e-05
0.1,1.02,1.00702248838334,-0.00811093815848194,0.00109082642357547
0.1,1.03,1.00435696257502,-0.00295637459177507,-0.00139825707464992
0.1,1.04,1.00699456769076,-0.00575962182273958,-0.00123266057812731
0.11,0.95,0.984490917547419,0.0164754930415002,-0.000963669558252806
0.11,0.96,0.985434383889443,0.016543395254362,-0.00197509678388513
0.11,0.97,0.987280966496016,0.0151288773683303,-0.00240721512083859
0.11,0.98,0.993477028189729,0.00723057273849043,-0.000705027402871597
0.11,0.99,1.00509955138842,-0.00889665815833871,0.00379962860497676
0.11,1,0.993700319936313,0.00946023592582738,-0.00315808378948593
0.11,1.01,1.00624521750091,-0.00814118781393456,0.00189839428029532
0.11,1.02,1.00194110934174,-0.000493936276829556,-0.00144479621140156
0.11,1.03,1.00379235209398,-0.00212263142516445,-0.00166738923870975
0.11,1.04,1.00592757297865,-0.00417985631990503,-0.00174543054851583
0.11,1.05,1.01062521798959,-0.0100964182002903,-0.000526558367196376
0.12,0.94,-0.984212859616275,-0.0154790853999534,-0.000310851930736023
0.12,0.95,0.986854485832174,0.0129259303408475,0.000222325023274079
0.12,0.96,0.984701667528088,0.0176595423322751,-0.00235852817491753
0.12,0.97,0.996102141763863,0.00193846237583579,0.00196202296541257
0.12,0.98,0.987366438564073,0.0164061342230623,-0.00376999964220973
0.12,0.99,1.00150382130637,-0.00355501146502842,0.00205371405014471
0.12,1,1.00009742675037,-0.000147403231406219,5.24490250597083e-05
0.12,1.01,1.00667946483793,-0.00875319846101376,0.00207615603119328
0.12,1.02,1.00042709667998,0.00182803314939435,-0.00225275499346944
0.12,1.03,1.01230211481809,-0.0148284610572224,0.00252867533908048
0.12,1.04,1.01161531920108,-0.0126909151387448,0.00107788122949355
0.12,1.05,1.01009398883724,-0.0093144095477292,-0.000777337291800973
0.13,0.94,0.982630807732167,0.0177892394856658,-0.000417247781059888
0.13,0.95,0.988817638599589,0.00998464043195094,0.00120046202793487
0.13,0.96,0.984866744107407,0.0174253214990699,-0.00228938445282589
0.13,0.97,0.995911869334735,0.0021577585070377,0.00193300187801803
0.13,0.98,0.994914965087218,0.00503515810913779,5.24518518114175e-05
0.13,0.99,1.00597526367086,-0.0102441702979954,0.00427142980627757
0.13,1,0.998611507182082,0.00206040645748429,-0.00066944026146958
0.13,1.01,1.00792083961957,-0.0106385361170615,0.00272011982536029
0.13,1.02,1.01053779297211,-0.0133490072363673,0.00281358953120243
0.13,1.03,1.00552353297296,-0.00466407877560975,-0.000857124951270985
0.13,1.04,1.01440794609481,-0.0169080992201698,0.00250243953620366
0.13,1.05,1.01383017837075,-0.0149242234449248,0.00109628728916506
0.13,1.06,1.01223963729599,-0.0114794827206748,-0.000757954248510384
0.14,0.93,0.979950495726753,0.0203742584962659,-0.000321898000514471
0.14,0.94,0.980807467659559,0.0205456749098984,-0.00135034397953127
0.14,0.95,0.982326862911036,0.0197359194036545,-0.00206004185062568
0.14,0.96,0.990477926592802,0.00896970695197547,0.000555049145053335
0.14,0.97,0.988675960749097,0.0130729336427259,-0.00174626709464243
0.14,0.98,0.991359301708142,0.0103968463966218,-0.00175357417049556
