zeta,omega_ratio,solution_1,solution_2,power,test_FLAG
0.02,0.99,0.997453720324613,0.00254880243493335,-4.64147001105067e-20,true
0.02,1,0.999994532651485,7.93985299484876e-06,-3.11173031153819e-20,true
0.03,0.01,0.999880830122071,0.000121644631283118,-0.00499650492072207,false
0.03,0.02,0.999955901449476,4.65718190400948e-05,-0.00998401148520568,false
0.03,0.03,1.00003122819834,-2.8756419710803e-05,-0.0149595183274442,false
0.03,0.04,1.00010698003802,-0.000104509757686492,-0.0199200168066446,false
0.03,0.05,1.00097493738499,-0.000972484272013378,-0.024862487960908,false
0.03,0.06,1.00105407122162,-0.00105161967382698,-0.0297837457165654,false
0.03,0.07,1.00113438644079,-0.00113193648155461,-0.0346808220568702,false
0.03,0.08,1.00121604901058,-0.00121360066655074,-0.0395506567040506,false
0.03,0.09,1.00129923956842,-0.00129679286981874,-0.0443901801097943,false
0.03,0.1,1.0021889806822,-0.00218655158181019,-0.0491959573460809,false
0.03,0.11,1.0022796988403,-0.00227727153422757,-0.0539648888614251,false
0.03,0.12,1.00318528178876,-0.0031828723942342,-0.0586940697956,false
0.03,0.13,1.00328596369281,-0.00328355628967061,-0.0633792707620043,false
0.03,0.14,1.00339006938386,-0.00338766403983676,-0.0680181214925216,false
0.03,0.15,1.0043252578794,-0.00432287103248515,-0.0726061928123699,false
0.03,0.16,1.00527639304447,-0.00527402501007908,-0.0771407907419703,false
0.03,0.17,1.00540574783739,-0.00540338236151003,-0.0816173542577111,false
0.03,0.18,1.00638779043229,-0.00638544438025847,-0.0860325075040506,false
0.03,0.19,1.00739167890125,-0.00738935270514885,-0.090382371648089,false
0.03,0.2,1.00841997733289,-0.00841767147552931,-0.09466264873483,false
0.03,0.21,1.0086022552607,-0.00859995300862059,-0.0988686588675143,false
0.03,0.22,1.00967738352902,-0.00967510254192636,-0.102995868388559,false
0.03,0.23,1.01078512296402,-0.0107828638869288,-0.107039494814486,false
0.03,0.24,1.01283752890193,-0.012835310419427,-0.110993906058389,false
0.03,0.25,1.01403589208764,-0.0140336973075876,-0.114853354549816,false
0.03,0.26,1.01528045411602,-0.0152782839521953,-0.118611925626118,false
0.03,0.27,-4.01372454050087e-11,1.00002225139979,-0.12098490202703,false
0.03,0.28,5.47101324422861e-13,1.00002225142018,-0.104281934356962,false
0.03,0.29,9.08648142399406e-12,1.00002225142446,-0.0854556972692133,false
0.03,0.3,-9.63470400144469e-12,1.00002225141508,-0.0645861126526885,false
0.03,0.31,-4.12071295204682e-11,1.00002225139925,-0.0420209709421598,false
0.03,0.32,-6.23915695620629e-12,1.00002225141678,-0.0190486069709496,false
0.03,0.33,-2.67579588058024e-11,1.00002225140649,-0.00160614661961581,false
0.03,0.34,3.61940225069443e-11,1.00002225163573,-0.00618761747666462,false
0.03,0.35,7.93583405495394e-11,1.00002225134055,-0.0300907142240849,false
0.03,0.36,1.03162815812206e-11,1.00002225140959,-0.0614364825996383,false
0.03,0.37,2.42899183817021e-11,1.00002225145544,-0.0970504879004381,false
