zeta,omega_ratio,solution_1,solution_2,solution_3,solution_4,solution_5,solution_6,solution_7,solution_8,solution_9,solution_10,solution_11,solution_12,solution_13,solution_14,solution_15,solution_16,solution_17,solution_18,solution_19,solution_20,power,test_FLAG
0,0,4.61892223060277e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,true
0,0.05,-0.0248118776512565,-0.235265906793686,-0.07219876612046,0.410329931312642,0.311987432209629,0.104482521443576,-0.0136878633911577,-0.0830355156218174,-0.132185186112282,-0.096902989732057,-0.017161066504305,0.0464620984050142,0.102205952001721,0.0741003942995655,0.0481022005065438,0.0345742743680363,-0.0221600978479271,-0.029395464028078,0.00176398390716326,-0.0377516991395835,-0.0462707292416363,false
0,0.1,0.167093431728952,-0.253718538219851,-0.0184148036649902,-0.401904742628588,0.0553560422541537,-0.0267805143531552,0.177428855452159,0.014440315461968,0.0335460139712415,-0.0986401405137469,-0.00106726153492653,0.00200887314826532,0.013456807102538,0.0130534433362212,-0.00831937343533113,0.00501113812241297,0.00845868234166645,-0.0188573271883973,0.00840233869090278,0.00693631454785227,-0.0657011383985705,false
0,0.15,0.0563987722310348,0.305985407804732,-0.501057515586418,-0.292429737018441,0.23219708262472,0.21762514143891,0.111475245824039,0.0152846755576704,0.013294112736209,0.0157549997999859,0.0184390452375947,0.0373285917882523,0.0244326981419018,0.00339195997629872,-0.0228921871997979,0.0122174099533291,-0.00862173465316802,0.0195077151020529,0.00174330716969955,0.014000336998809,-0.247530663244997,false
0,0.2,-0.10065668436914,-0.332068400590498,-0.0157042388811965,0.365506188199779,0.204818460954737,0.445598534034721,0.0499468168917875,0.128519483577606,-0.0497764177687405,0.110416888466118,-0.0225964682665657,0.00101829851560115,-0.00529091348558728,-0.0406389560606924,0.032086545032554,0.0444831643294178,-0.0291640618127405,0.0112543283102206,0.0169477978633876,0.00458618981161384,-0.739917816478193,false
0,0.25,-0.108880473798343,-0.267599457256613,-0.0390342899170679,0.492933461126321,0.255535117729514,0.361968196530895,0.0156196495735104,0.0895454425918383,-0.0547175840813647,0.0678193070317206,-0.015997081101678,-0.015016273489898,0.00105582517241662,-0.00106808536941589,0.0401232443210023,0.0234129308145209,-0.0370371536011842,0.0271915841959561,0.00880441387989845,-0.0109339736154553,-1.02311311526851,false
0,0.3,-0.188286888376811,-0.253652785950602,0.198926636968182,0.556926837269865,0.136711966501493,0.309888444969087,-0.0444589038757115,0.155347953035618,-0.0473637140691567,-0.057888211046807,0.0275442130595485,0.0193732499100341,-0.0209024178704646,0.00813564491096455,0.0201197327424281,0.0229825725935603,-0.00893017457047431,-0.00186336784799307,-0.0131121239740489,0.00445141494242925,-1.49581934145681,false
0,0.35,-0.0634064925123271,0.107707885102099,-0.111719502032209,0.446621016301128,0.0582293374678903,0.341575660116808,0.0433617093754814,0.221056214859416,0.00995112681511057,-0.060294226075796,-0.0853677428186983,0.0425036663073252,0.0622094327942001,-0.031792872234718,0.02073644962433,0.0106132544439221,-0.0278808759148734,0.0319899879281546,0.00992849324790468,-0.016739140771106,-2.88069643416202,false
0,0.4,-0.0574971663614309,0.354372560624465,0.102951405722913,0.44731601544925,0.135140384936308,0.185350788528187,0.0134689716177321,0.0637756345813018,0.00566079871521845,0.000566059679030801,-0.023098316560375,-0.0179060285568972,0.00717473037443321,0.0712501803520297,0.0281369651209391,-0.037145155360622,-0.000800896433837116,0.00877062720867364,-0.0303471323433815,0.0237976346013665,-2.98015142518343,false
0,0.45,0.11691673658104,0.246349557709902,-0.250688552016715,0.562372078712781,0.03576729253607,0.208424706289175,0.0433249733022203,0.0806197663330444,0.0314558061362725,-0.0519240113280141,-0.00674094527089751,0.0204613015763059,-0.017419941901437,0.0235995182111392,0.00132341382427674,-0.000866557705275196,0.0216242418153576,1.46829708006783e-05,-0.0193406371569519,0.00321289288402059,-3.21540677696183,false
