,new_nodes_z,new_nodes_o
0,0.034936226149838344,0.9473724522996767
1,0.08297152924789523,0.9184430584957906
2,0.135,0.885
3,0.2557426463519459,0.877995097567964
4,0.4376983964948435,0.7169245991237109
5,0.45319966416814955,0.5838993283362991
