,new_nodes_z,new_nodes_o
0,0.041178416947102524,0.9442314271838087
1,0.06278583380019054,0.9259937044643441
2,0.08913446233878146,0.9147324553183489
3,0.10235323747654092,0.9071844311384056
4,0.12029389521986365,0.892274293428946
5,0.1991096352065087,0.8119939665642345
6,0.25811328546907697,0.73046255711753
7,-0.7584535428902381,1.7613134330153044
8,0.3745398770975933,0.773406007685481
9,1.7596929696910466,0.5689525611097803
10,0.4470114576552199,0.6953308845255404
11,0.853132312736299,0.5337646254725984
